case_key,index_key,window_size,model_name,config_index,config_key,config_summary,config_json,run_stage,window_id,train_end_date,test_reference_date,test_target_date,is_tuning_window,reference_close,target_close,y_true,y_pred,actual_close,predicted_close,fit_seconds,status,error_message,error_points,error_pct,abs_error_pct
DOWJONES_w10,DOWJONES,10,RandomForest,1,9071fac1787ea328,max_depth=None max_features=sqrt min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",tuning,1,2022-02-11,2022-02-14,2022-02-15,True,34566.171875,34988.83984375,34988.83984375,34749.4029296875,34988.83984375,34749.4029296875,0.0278094168752431,completed,,-239.43691406249857,-0.684323673296269,0.684323673296269
DOWJONES_w10,DOWJONES,10,RandomForest,1,9071fac1787ea328,max_depth=None max_features=sqrt min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",tuning,2,2022-02-14,2022-02-15,2022-02-16,True,34988.83984375,34934.26953125,34934.26953125,34865.0675,34934.26953125,34865.0675,0.0276653752662241,completed,,-69.20203125000262,-0.1980921089192915,0.1980921089192915
DOWJONES_w10,DOWJONES,10,RandomForest,1,9071fac1787ea328,max_depth=None max_features=sqrt min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",tuning,3,2022-02-15,2022-02-16,2022-02-17,True,34934.26953125,34312.03125,34312.03125,34911.12984375,34312.03125,34911.12984375,0.0276981671340763,completed,,599.0985937500009,1.7460306834792851,1.7460306834792851
DOWJONES_w10,DOWJONES,10,RandomForest,1,9071fac1787ea328,max_depth=None max_features=sqrt min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",tuning,4,2022-02-16,2022-02-17,2022-02-18,True,34312.03125,34079.1796875,34079.1796875,34610.7253515625,34079.1796875,34610.7253515625,0.0277746249921619,completed,,531.545664062498,1.559737261684926,1.559737261684926
DOWJONES_w10,DOWJONES,10,RandomForest,1,9071fac1787ea328,max_depth=None max_features=sqrt min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",tuning,5,2022-02-17,2022-02-18,2022-02-22,True,34079.1796875,33596.609375,33596.609375,34238.1868359375,33596.609375,34238.1868359375,0.0278592919930815,completed,,641.5774609375003,1.9096494344899957,1.9096494344899957
DOWJONES_w10,DOWJONES,10,RandomForest,1,9071fac1787ea328,max_depth=None max_features=sqrt min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",tuning,6,2022-02-18,2022-02-22,2022-02-23,True,33596.609375,33131.76171875,33131.76171875,33868.85015625,33131.76171875,33868.85015625,0.0278268330730497,completed,,737.0884375000023,2.2247185155954674,2.2247185155954674
DOWJONES_w10,DOWJONES,10,RandomForest,1,9071fac1787ea328,max_depth=None max_features=sqrt min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",tuning,7,2022-02-22,2022-02-23,2022-02-24,True,33131.76171875,33223.828125,33223.828125,33426.0811328125,33223.828125,33426.0811328125,0.0277796662412583,completed,,202.25300781249825,0.6087588915146973,0.6087588915146973
DOWJONES_w10,DOWJONES,10,RandomForest,1,9071fac1787ea328,max_depth=None max_features=sqrt min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",tuning,8,2022-02-23,2022-02-24,2022-02-25,True,33223.828125,34058.75,34058.75,33368.6509765625,34058.75,33368.6509765625,0.0279030418023467,completed,,-690.0990234374985,-2.0262018524975183,2.0262018524975183
DOWJONES_w10,DOWJONES,10,RandomForest,1,9071fac1787ea328,max_depth=None max_features=sqrt min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",tuning,9,2022-02-24,2022-02-25,2022-02-28,True,34058.75,33892.6015625,33892.6015625,34267.3745703125,33892.6015625,34267.3745703125,0.0277911247685551,completed,,374.7730078125023,1.1057664225668788,1.1057664225668788
DOWJONES_w10,DOWJONES,10,RandomForest,1,9071fac1787ea328,max_depth=None max_features=sqrt min_samples_leaf=1 n_estimators=100,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 100}",tuning,10,2022-02-25,2022-02-28,2022-03-01,True,33892.6015625,33294.94921875,33294.94921875,34029.5526953125,33294.94921875,34029.5526953125,0.0276979161426424,completed,,734.6034765625009,2.2063510946843854,2.2063510946843854
