Date,Open,High,Low,Close,Adj Close,Volume,index_key,index_label
2022-01-03,36321.58984375,36595.8203125,36246.44921875,36585.05859375,36585.05859375,347930000,DOWJONES,Dow Jones Industrial Average
2022-01-03,15732.5,15832.7998046875,15644.08984375,15832.7998046875,15832.7998046875,4429960000,NASDAQ,Nasdaq Composite
2022-01-03,2788.02001953125,2804.93994140625,2783.0400390625,2804.929931640625,2804.929931640625,0,RUSSELL3000,Russell 3000
2022-01-03,4778.14013671875,4796.64013671875,4758.169921875,4796.56005859375,4796.56005859375,3831020000,SP500,S&P 500
2022-01-04,36636.0,36934.83984375,36636.0,36799.6484375,36799.6484375,435080000,DOWJONES,Dow Jones Industrial Average
2022-01-04,15852.1396484375,15852.1396484375,15512.41015625,15622.7197265625,15622.7197265625,5131110000,NASDAQ,Nasdaq Composite
2022-01-04,2788.02001953125,2817.110107421875,2783.0400390625,2800.409912109375,2800.409912109375,0,RUSSELL3000,Russell 3000
2022-01-04,4804.509765625,4818.6201171875,4774.27001953125,4793.5400390625,4793.5400390625,4683170000,SP500,S&P 500
2022-01-05,36722.6015625,36952.6484375,36400.390625,36407.109375,36407.109375,462040000,DOWJONES,Dow Jones Industrial Average
2022-01-05,15547.16015625,15586.2998046875,15095.1796875,15100.169921875,15100.169921875,5031850000,NASDAQ,Nasdaq Composite
2022-01-05,2799.72998046875,2801.260009765625,2738.93994140625,2739.340087890625,2739.340087890625,0,RUSSELL3000,Russell 3000
2022-01-05,4787.990234375,4797.7001953125,4699.43994140625,4700.580078125,4700.580078125,4887960000,SP500,S&P 500
2022-01-06,36409.05078125,36464.19140625,36200.6796875,36236.46875,36236.46875,385890000,DOWJONES,Dow Jones Industrial Average
2022-01-06,15024.150390625,15198.4501953125,14914.8701171875,15080.8603515625,15080.8603515625,4790820000,NASDAQ,Nasdaq Composite
2022-01-06,2739.22998046875,2756.68994140625,2721.56005859375,2739.199951171875,2739.199951171875,0,RUSSELL3000,Russell 3000
2022-01-06,4693.39013671875,4725.009765625,4671.259765625,4696.0498046875,4696.0498046875,4295280000,SP500,S&P 500
2022-01-07,36249.58984375,36382.83984375,36111.53125,36231.66015625,36231.66015625,356110000,DOWJONES,Dow Jones Industrial Average
2022-01-07,15095.7197265625,15171.01953125,14877.6298828125,14935.900390625,14935.900390625,4238070000,NASDAQ,Nasdaq Composite
2022-01-07,2739.06005859375,2748.27001953125,2718.56005859375,2725.60009765625,2725.60009765625,0,RUSSELL3000,Russell 3000
2022-01-07,4697.66015625,4707.9501953125,4662.740234375,4677.02978515625,4677.02978515625,4181510000,SP500,S&P 500
2022-01-10,36175.2109375,36175.2109375,35639.91015625,36068.87109375,36068.87109375,430680000,DOWJONES,Dow Jones Industrial Average
2022-01-10,14751.7802734375,14953.849609375,14530.23046875,14942.830078125,14942.830078125,5317180000,NASDAQ,Nasdaq Composite
2022-01-10,2725.25,2725.25,2668.590087890625,2721.6201171875,2721.6201171875,0,RUSSELL3000,Russell 3000
2022-01-10,4655.33984375,4673.02001953125,4582.240234375,4670.2900390625,4670.2900390625,4511810000,SP500,S&P 500
2022-01-11,36058.8515625,36271.46875,35769.37890625,36252.01953125,36252.01953125,356850000,DOWJONES,Dow Jones Industrial Average
2022-01-11,14919.259765625,15158.7099609375,14837.6298828125,15153.4501953125,15153.4501953125,4390710000,NASDAQ,Nasdaq Composite
2022-01-11,2721.6201171875,2749.110107421875,2705.449951171875,2748.590087890625,2748.590087890625,0,RUSSELL3000,Russell 3000
2022-01-11,4669.14013671875,4714.1298828125,4638.27001953125,4713.06982421875,4713.06982421875,4101590000,SP500,S&P 500
2022-01-12,36336.16015625,36453.48828125,36168.1484375,36290.3203125,36290.3203125,310180000,DOWJONES,Dow Jones Industrial Average
2022-01-12,15263.099609375,15319.0302734375,15117.2900390625,15188.3896484375,15188.3896484375,4338530000,NASDAQ,Nasdaq Composite
2022-01-12,2749.56005859375,2768.929931640625,2741.489990234375,2752.639892578125,2752.639892578125,0,RUSSELL3000,Russell 3000
2022-01-12,4728.58984375,4748.830078125,4706.7099609375,4726.35009765625,4726.35009765625,4048220000,SP500,S&P 500
2022-01-13,36312.48828125,36513.87890625,36044.21875,36113.62109375,36113.62109375,343640000,DOWJONES,Dow Jones Industrial Average
2022-01-13,15245.0400390625,15259.7099609375,14782.240234375,14806.8095703125,14806.8095703125,4302020000,NASDAQ,Nasdaq Composite
2022-01-13,2752.8701171875,2763.570068359375,2708.0400390625,2712.909912109375,2712.909912109375,0,RUSSELL3000,Russell 3000
2022-01-13,4733.56005859375,4744.1298828125,4650.2900390625,4659.02978515625,4659.02978515625,4251730000,SP500,S&P 500
2022-01-14,35996.4296875,35996.4296875,35641.48828125,35911.80859375,35911.80859375,389200000,DOWJONES,Dow Jones Industrial Average
2022-01-14,14708.01953125,14897.6796875,14689.4296875,14893.75,14893.75,4374020000,NASDAQ,Nasdaq Composite
2022-01-14,2712.169921875,2715.1201171875,2683.719970703125,2714.169921875,2714.169921875,0,RUSSELL3000,Russell 3000
2022-01-14,4637.990234375,4665.1298828125,4614.75,4662.85009765625,4662.85009765625,4338490000,SP500,S&P 500
2022-01-18,35661.76171875,35661.76171875,35262.01953125,35368.46875,35368.46875,427260000,DOWJONES,Dow Jones Industrial Average
2022-01-18,14681.830078125,14740.5400390625,14482.9404296875,14506.900390625,14506.900390625,5060790000,NASDAQ,Nasdaq Composite
2022-01-18,2713.169921875,2713.169921875,2656.39990234375,2660.81005859375,2660.81005859375,0,RUSSELL3000,Russell 3000
2022-01-18,4632.240234375,4632.240234375,4568.7001953125,4577.10986328125,4577.10986328125,4748700000,SP500,S&P 500
2022-01-19,35412.30078125,35547.828125,35015.48828125,35028.6484375,35028.6484375,393080000,DOWJONES,Dow Jones Industrial Average
2022-01-19,14582.2197265625,14658.8896484375,14331.650390625,14340.259765625,14340.259765625,4665340000,NASDAQ,Nasdaq Composite
2022-01-19,2661.010009765625,2680.550048828125,2632.719970703125,2633.860107421875,2633.860107421875,0,RUSSELL3000,Russell 3000
2022-01-19,4588.02978515625,4611.5498046875,4530.2001953125,4532.759765625,4532.759765625,4465740000,SP500,S&P 500
2022-01-20,35102.66015625,35490.19921875,34670.12109375,34715.390625,34715.390625,369070000,DOWJONES,Dow Jones Industrial Average
2022-01-20,14462.849609375,14642.0302734375,14140.7802734375,14154.01953125,14154.01953125,5102050000,NASDAQ,Nasdaq Composite
2022-01-20,2634.4599609375,2676.949951171875,2600.489990234375,2603.06005859375,2603.06005859375,0,RUSSELL3000,Russell 3000
2022-01-20,4547.35009765625,4602.10986328125,4477.9501953125,4482.72998046875,4482.72998046875,4640870000,SP500,S&P 500
2022-01-21,34701.69140625,34896.671875,34229.55078125,34265.37109375,34265.37109375,523880000,DOWJONES,Dow Jones Industrial Average
2022-01-21,14046.2197265625,14171.7197265625,13764.240234375,13768.919921875,13768.919921875,5870830000,NASDAQ,Nasdaq Composite
2022-01-21,2602.81005859375,2610.260009765625,2551.820068359375,2552.5400390625,2552.5400390625,0,RUSSELL3000,Russell 3000
2022-01-21,4471.3798828125,4494.52001953125,4395.33984375,4397.93994140625,4397.93994140625,5589100000,SP500,S&P 500
2022-01-24,34070.609375,34420.98828125,33150.328125,34364.5,34364.5,664010000,DOWJONES,Dow Jones Industrial Average
2022-01-24,13481.5,13876.6103515625,13094.650390625,13855.1298828125,13855.1298828125,6998770000,NASDAQ,Nasdaq Composite
2022-01-24,2551.0,2569.9599609375,2452.550048828125,2565.949951171875,2565.949951171875,0,RUSSELL3000,Russell 3000
2022-01-24,4356.31982421875,4417.35009765625,4222.6201171875,4410.1298828125,4410.1298828125,6928110000,SP500,S&P 500
2022-01-25,34186.640625,34591.0390625,33545.51953125,34297.73046875,34297.73046875,506430000,DOWJONES,Dow Jones Industrial Average
2022-01-25,13610.8701171875,13781.6201171875,13414.1396484375,13539.2900390625,13539.2900390625,5019380000,NASDAQ,Nasdaq Composite
2022-01-25,2563.280029296875,2563.889892578125,2493.1298828125,2531.3798828125,2531.3798828125,0,RUSSELL3000,Russell 3000
2022-01-25,4366.64013671875,4411.009765625,4287.10986328125,4356.4501953125,4356.4501953125,5145050000,SP500,S&P 500
2022-01-26,34520.8203125,34815.671875,33876.48046875,34168.08984375,34168.08984375,546330000,DOWJONES,Dow Jones Industrial Average
2022-01-26,13871.76953125,14002.650390625,13392.1904296875,13542.1201171875,13542.1201171875,5771140000,NASDAQ,Nasdaq Composite
2022-01-26,2535.68994140625,2587.969970703125,2499.52001953125,2523.6298828125,2523.6298828125,0,RUSSELL3000,Russell 3000
2022-01-26,4408.43017578125,4453.22998046875,4304.7998046875,4349.93017578125,4349.93017578125,5570640000,SP500,S&P 500
2022-01-27,34261.75,34773.3203125,34007.78125,34160.78125,34160.78125,527780000,DOWJONES,Dow Jones Industrial Average
2022-01-27,13710.990234375,13765.91015625,13322.66015625,13352.7802734375,13352.7802734375,5177380000,NASDAQ,Nasdaq Composite
2022-01-27,2524.239990234375,2568.31005859375,2497.27001953125,2505.659912109375,2505.659912109375,0,RUSSELL3000,Russell 3000
2022-01-27,4380.580078125,4428.740234375,4309.5,4326.509765625,4326.509765625,5214200000,SP500,S&P 500
2022-01-28,34135.23828125,34731.76953125,33807.51171875,34725.46875,34725.46875,568440000,DOWJONES,Dow Jones Industrial Average
2022-01-28,13436.7099609375,13771.91015625,13236.5595703125,13770.5703125,13770.5703125,4971930000,NASDAQ,Nasdaq Composite
2022-01-28,2505.919921875,2567.169921875,2484.85009765625,2566.7900390625,2566.7900390625,0,RUSSELL3000,Russell 3000
2022-01-28,4336.18994140625,4432.72021484375,4292.4599609375,4431.85009765625,4431.85009765625,5031090000,SP500,S&P 500
2022-01-31,34691.171875,35148.140625,34496.1015625,35131.859375,35131.859375,468070000,DOWJONES,Dow Jones Industrial Average
2022-01-31,13812.1904296875,14242.900390625,13767.7099609375,14239.8798828125,14239.8798828125,5124940000,NASDAQ,Nasdaq Composite
2022-01-31,2566.699951171875,2622.2900390625,2558.97998046875,2621.969970703125,2621.969970703125,0,RUSSELL3000,Russell 3000
2022-01-31,4431.7900390625,4516.89013671875,4414.02001953125,4515.5498046875,4515.5498046875,5098610000,SP500,S&P 500
2022-02-01,35151.46875,35441.08984375,34977.94921875,35405.23828125,35405.23828125,386080000,DOWJONES,Dow Jones Industrial Average
2022-02-01,14277.4296875,14358.6904296875,14070.76953125,14346.0,14346.0,4671850000,NASDAQ,Nasdaq Composite
2022-02-01,2622.0,2644.320068359375,2602.2900390625,2642.22998046875,2642.22998046875,0,RUSSELL3000,Russell 3000
2022-02-01,4519.56982421875,4550.490234375,4483.52978515625,4546.5400390625,4546.5400390625,4816830000,SP500,S&P 500
2022-02-02,35378.19140625,35679.19921875,35290.12109375,35629.328125,35629.328125,359540000,DOWJONES,Dow Jones Industrial Average
2022-02-02,14494.4697265625,14504.8203125,14264.650390625,14417.5498046875,14417.5498046875,4673140000,NASDAQ,Nasdaq Composite
2022-02-02,2642.3798828125,2662.360107421875,2634.6298828125,2659.22998046875,2659.22998046875,0,RUSSELL3000,Russell 3000
2022-02-02,4566.39013671875,4595.31005859375,4544.31982421875,4589.3798828125,4589.3798828125,4481580000,SP500,S&P 500
2022-02-03,35520.078125,35535.94140625,35071.05859375,35111.16015625,35111.16015625,381020000,DOWJONES,Dow Jones Industrial Average
2022-02-03,14045.830078125,14207.8896484375,13851.740234375,13878.8203125,13878.8203125,4326300000,NASDAQ,Nasdaq Composite
2022-02-03,2658.280029296875,2658.280029296875,2590.780029296875,2594.10009765625,2594.10009765625,0,RUSSELL3000,Russell 3000
2022-02-03,4535.41015625,4542.8798828125,4470.39013671875,4477.43994140625,4477.43994140625,4401970000,SP500,S&P 500
2022-02-04,35095.73828125,35333.55078125,34799.078125,35089.73828125,35089.73828125,349880000,DOWJONES,Dow Jones Industrial Average
2022-02-04,13958.48046875,14222.759765625,13850.3896484375,14098.009765625,14098.009765625,4121340000,NASDAQ,Nasdaq Composite
2022-02-04,2593.7099609375,2632.35009765625,2580.10009765625,2610.659912109375,2610.659912109375,0,RUSSELL3000,Russell 3000
2022-02-04,4482.7900390625,4539.66015625,4451.5,4500.52978515625,4500.52978515625,4706290000,SP500,S&P 500
2022-02-07,35108.37890625,35325.01171875,34993.98046875,35091.12890625,35091.12890625,328910000,DOWJONES,Dow Jones Industrial Average
2022-02-07,14118.7900390625,14236.3095703125,13974.099609375,14015.669921875,14015.669921875,4268730000,NASDAQ,Nasdaq Composite
2022-02-07,2610.7099609375,2625.18994140625,2596.93994140625,2603.570068359375,2603.570068359375,0,RUSSELL3000,Russell 3000
2022-02-07,4505.75,4521.85986328125,4471.47021484375,4483.8701171875,4483.8701171875,4228480000,SP500,S&P 500
2022-02-08,35160.6796875,35544.890625,35090.421875,35462.78125,35462.78125,319190000,DOWJONES,Dow Jones Industrial Average
2022-02-08,13984.4296875,14226.48046875,13934.7802734375,14194.4501953125,14194.4501953125,4293770000,NASDAQ,Nasdaq Composite
2022-02-08,2602.929931640625,2633.1201171875,2593.72998046875,2627.81005859375,2627.81005859375,0,RUSSELL3000,Russell 3000
2022-02-08,4480.02001953125,4531.31982421875,4465.39990234375,4521.5400390625,4521.5400390625,4459620000,SP500,S&P 500
2022-02-09,35614.8984375,35824.28125,35614.8984375,35768.05859375,35768.05859375,333610000,DOWJONES,Dow Jones Industrial Average
2022-02-09,14368.16015625,14490.7197265625,14330.8701171875,14490.3701171875,14490.3701171875,4729730000,NASDAQ,Nasdaq Composite
2022-02-09,2628.360107421875,2670.10009765625,2628.360107421875,2669.320068359375,2669.320068359375,0,RUSSELL3000,Russell 3000
2022-02-09,4547.0,4590.02978515625,4547.0,4587.18017578125,4587.18017578125,4524350000,SP500,S&P 500
2022-02-10,35630.80859375,35800.23828125,35100.71875,35241.58984375,35241.58984375,411620000,DOWJONES,Dow Jones Industrial Average
2022-02-10,14228.6796875,14509.5595703125,14118.2001953125,14185.6396484375,14185.6396484375,5212510000,NASDAQ,Nasdaq Composite
2022-02-10,2668.489990234375,2674.5400390625,2610.72998046875,2622.47998046875,2622.47998046875,0,RUSSELL3000,Russell 3000
2022-02-10,4553.240234375,4588.919921875,4484.31005859375,4504.080078125,4504.080078125,5314860000,SP500,S&P 500
2022-02-11,35267.890625,35431.1484375,34620.51953125,34738.05859375,34738.05859375,398860000,DOWJONES,Dow Jones Industrial Average
2022-02-11,14213.6201171875,14246.7001953125,13733.16015625,13791.150390625,13791.150390625,5237320000,NASDAQ,Nasdaq Composite
2022-02-11,2622.699951171875,2635.56005859375,2563.64990234375,2573.780029296875,2573.780029296875,0,RUSSELL3000,Russell 3000
2022-02-11,4506.27001953125,4526.330078125,4401.41015625,4418.64013671875,4418.64013671875,5251500000,SP500,S&P 500
2022-02-14,34694.5,34744.55859375,34304.28125,34566.171875,34566.171875,370320000,DOWJONES,Dow Jones Industrial Average
2022-02-14,13768.9697265625,13921.7099609375,13664.759765625,13790.919921875,13790.919921875,4347350000,NASDAQ,Nasdaq Composite
2022-02-14,2573.8701171875,2579.389892578125,2543.7900390625,2563.3798828125,2563.3798828125,0,RUSSELL3000,Russell 3000
2022-02-14,4412.60986328125,4426.22021484375,4364.83984375,4401.669921875,4401.669921875,4600390000,SP500,S&P 500
2022-02-15,34686.19140625,35047.7890625,34686.19140625,34988.83984375,34988.83984375,305670000,DOWJONES,Dow Jones Industrial Average
2022-02-15,13997.1796875,14142.490234375,13976.2900390625,14139.759765625,14139.759765625,4416840000,NASDAQ,Nasdaq Composite
2022-02-15,2563.85009765625,2609.419921875,2563.85009765625,2608.320068359375,2608.320068359375,0,RUSSELL3000,Russell 3000
2022-02-15,4429.27978515625,4472.77001953125,4429.27978515625,4471.06982421875,4471.06982421875,4430830000,SP500,S&P 500
2022-02-16,34951.828125,35042.08984375,34642.640625,34934.26953125,34934.26953125,294410000,DOWJONES,Dow Jones Industrial Average
2022-02-16,14038.919921875,14163.73046875,13931.990234375,14124.08984375,14124.08984375,4238560000,NASDAQ,Nasdaq Composite
2022-02-16,2607.47998046875,2616.989990234375,2583.72998046875,2609.219970703125,2609.219970703125,0,RUSSELL3000,Russell 3000
2022-02-16,4455.75,4489.5498046875,4429.68017578125,4475.009765625,4475.009765625,4283640000,SP500,S&P 500
2022-02-17,34858.46875,34858.46875,34246.23046875,34312.03125,34312.03125,348720000,DOWJONES,Dow Jones Industrial Average
2022-02-17,14004.1904296875,14020.8203125,13704.7001953125,13716.7197265625,13716.7197265625,4278370000,NASDAQ,Nasdaq Composite
2022-02-17,2608.429931640625,2608.429931640625,2547.719970703125,2550.969970703125,2550.969970703125,0,RUSSELL3000,Russell 3000
2022-02-17,4456.06005859375,4456.06005859375,4373.81005859375,4380.259765625,4380.259765625,4539420000,SP500,S&P 500
2022-02-18,34310.44921875,34423.578125,33976.1796875,34079.1796875,34079.1796875,414080000,DOWJONES,Dow Jones Industrial Average
