Date,Open,High,Low,Close,Adj Close,Volume,index_key,index_label
2022-02-18,13735.400390625,13762.400390625,13465.5595703125,13548.0703125,13548.0703125,4501940000,NASDAQ,Nasdaq Composite
2022-02-18,2551.06005859375,2559.639892578125,2519.179931640625,2530.7099609375,2530.7099609375,0,RUSSELL3000,Russell 3000
2022-02-18,4384.56982421875,4394.60009765625,4327.22021484375,4348.8701171875,4348.8701171875,4708060000,SP500,S&P 500
2022-02-22,33974.08984375,34024.73828125,33364.2890625,33596.609375,33596.609375,432090000,DOWJONES,Dow Jones Industrial Average
2022-02-22,13424.3603515625,13618.7197265625,13249.650390625,13381.51953125,13381.51953125,4849170000,NASDAQ,Nasdaq Composite
2022-02-22,2529.739990234375,2538.919921875,2483.409912109375,2503.7099609375,2503.7099609375,0,RUSSELL3000,Russell 3000
2022-02-22,4332.740234375,4362.1201171875,4267.10986328125,4304.759765625,4304.759765625,5121900000,SP500,S&P 500
2022-02-23,33680.96875,33832.58984375,33084.8984375,33131.76171875,33131.76171875,370600000,DOWJONES,Dow Jones Industrial Average
2022-02-23,13511.75,13533.7802734375,13032.169921875,13037.490234375,13037.490234375,4639330000,NASDAQ,Nasdaq Composite
2022-02-23,2506.1201171875,2524.919921875,2454.47998046875,2456.300048828125,2456.300048828125,0,RUSSELL3000,Russell 3000
2022-02-23,4324.93017578125,4341.509765625,4221.509765625,4225.5,4225.5,4797430000,SP500,S&P 500
2022-02-24,32830.328125,33269.33984375,32272.640625,33223.828125,33223.828125,590850000,DOWJONES,Dow Jones Industrial Average
2022-02-24,12587.8798828125,13486.1103515625,12587.8798828125,13473.58984375,13473.58984375,6180200000,NASDAQ,Nasdaq Composite
2022-02-24,2453.199951171875,2500.659912109375,2397.3701171875,2498.949951171875,2498.949951171875,0,RUSSELL3000,Russell 3000
2022-02-24,4155.77001953125,4294.72998046875,4114.64990234375,4288.7001953125,4288.7001953125,6752130000,SP500,S&P 500
2022-02-25,33277.21875,34095.73828125,33277.21875,34058.75,34058.75,417630000,DOWJONES,Dow Jones Industrial Average
2022-02-25,13485.259765625,13696.8603515625,13358.2900390625,13694.6201171875,13694.6201171875,4628720000,NASDAQ,Nasdaq Composite
2022-02-25,2499.080078125,2555.6298828125,2496.60009765625,2555.47998046875,2555.47998046875,0,RUSSELL3000,Russell 3000
2022-02-25,4298.3798828125,4385.33984375,4286.830078125,4384.64990234375,4384.64990234375,5177060000,SP500,S&P 500
2022-02-28,33870.62109375,33963.62890625,33469.30859375,33892.6015625,33892.6015625,443460000,DOWJONES,Dow Jones Industrial Average
2022-02-28,13570.830078125,13810.6396484375,13549.900390625,13751.400390625,13751.400390625,5928130000,NASDAQ,Nasdaq Composite
2022-02-28,2555.1298828125,2562.06005859375,2519.580078125,2552.419921875,2552.419921875,0,RUSSELL3000,Russell 3000
2022-02-28,4354.169921875,4388.83984375,4315.1201171875,4373.93994140625,4373.93994140625,6071370000,SP500,S&P 500
2022-03-01,33813.48046875,33870.140625,33107.671875,33294.94921875,33294.94921875,438730000,DOWJONES,Dow Jones Industrial Average
2022-03-01,13716.7001953125,13777.0400390625,13441.3203125,13532.4599609375,13532.4599609375,6131350000,NASDAQ,Nasdaq Composite
2022-03-01,2551.639892578125,2555.1201171875,2496.93994140625,2512.320068359375,2512.320068359375,0,RUSSELL3000,Russell 3000
2022-03-01,4363.14013671875,4378.4501953125,4279.5400390625,4306.259765625,4306.259765625,5846230000,SP500,S&P 500
2022-03-02,33379.51171875,34013.671875,33379.51171875,33891.3515625,33891.3515625,400920000,DOWJONES,Dow Jones Industrial Average
2022-03-02,13597.5302734375,13796.5498046875,13493.91015625,13752.01953125,13752.01953125,5246390000,NASDAQ,Nasdaq Composite
2022-03-02,2513.4599609375,2567.89990234375,2513.4599609375,2560.02001953125,2560.02001953125,0,RUSSELL3000,Russell 3000
2022-03-02,4322.56005859375,4401.47998046875,4322.56005859375,4386.5400390625,4386.5400390625,5337870000,SP500,S&P 500
2022-03-03,33972.87109375,34179.0703125,33641.53125,33794.66015625,33794.66015625,369740000,DOWJONES,Dow Jones Industrial Average
2022-03-03,13837.58984375,13837.58984375,13472.6396484375,13537.9404296875,13537.9404296875,5092580000,NASDAQ,Nasdaq Composite
2022-03-03,2560.159912109375,2573.800048828125,2530.8701171875,2541.0,2541.0,0,RUSSELL3000,Russell 3000
2022-03-03,4401.31005859375,4416.77978515625,4345.56005859375,4363.490234375,4363.490234375,5039890000,SP500,S&P 500
2022-03-04,33655.4296875,33655.4296875,33254.12109375,33614.80078125,33614.80078125,408390000,DOWJONES,Dow Jones Industrial Average
2022-03-04,13455.23046875,13486.7099609375,13224.98046875,13313.4404296875,13313.4404296875,5343900000,NASDAQ,Nasdaq Composite
2022-03-04,2540.550048828125,2540.550048828125,2491.929931640625,2516.070068359375,2516.070068359375,0,RUSSELL3000,Russell 3000
2022-03-04,4342.1201171875,4342.1201171875,4284.97998046875,4328.8701171875,4328.8701171875,5797380000,SP500,S&P 500
2022-03-07,33579.75,33579.75,32806.1484375,32817.37890625,32817.37890625,488400000,DOWJONES,Dow Jones Industrial Average
2022-03-07,13328.3603515625,13353.2802734375,12828.01953125,12830.9599609375,12830.9599609375,6195370000,NASDAQ,Nasdaq Composite
2022-03-07,2516.22998046875,2516.22998046875,2438.72998046875,2439.179931640625,2439.179931640625,0,RUSSELL3000,Russell 3000
2022-03-07,4327.009765625,4327.009765625,4199.85009765625,4201.08984375,4201.08984375,6940470000,SP500,S&P 500
2022-03-08,32885.171875,33402.98046875,32578.73046875,32632.640625,32632.640625,553750000,DOWJONES,Dow Jones Industrial Average
2022-03-08,12800.0400390625,13159.4404296875,12670.080078125,12795.5498046875,12795.5498046875,6683960000,NASDAQ,Nasdaq Composite
2022-03-08,2438.860107421875,2484.27001953125,2419.5400390625,2425.590087890625,2425.590087890625,0,RUSSELL3000,Russell 3000
2022-03-08,4202.66015625,4276.93994140625,4157.8701171875,4170.7001953125,4170.7001953125,7243120000,SP500,S&P 500
2022-03-09,32860.421875,33457.28125,32860.421875,33286.25,33286.25,418670000,DOWJONES,Dow Jones Industrial Average
2022-03-09,13113.7001953125,13301.16015625,13039.7900390625,13255.5498046875,13255.5498046875,5396550000,NASDAQ,Nasdaq Composite
2022-03-09,2425.89990234375,2501.8701171875,2425.89990234375,2490.25,2490.25,0,RUSSELL3000,Russell 3000
2022-03-09,4223.10009765625,4299.39990234375,4223.10009765625,4277.8798828125,4277.8798828125,5662670000,SP500,S&P 500
2022-03-10,33106.76953125,33236.58984375,32819.76171875,33174.0703125,33174.0703125,399480000,DOWJONES,Dow Jones Industrial Average
2022-03-10,13098.349609375,13163.5,12946.2802734375,13129.9599609375,13129.9599609375,5071250000,NASDAQ,Nasdaq Composite
2022-03-10,2488.72998046875,2488.72998046875,2450.219970703125,2479.64990234375,2479.64990234375,0,RUSSELL3000,Russell 3000
2022-03-10,4252.5498046875,4268.27978515625,4209.7998046875,4259.52001953125,4259.52001953125,4980830000,SP500,S&P 500
2022-03-11,33279.71875,33515.609375,32911.890625,32944.19140625,32944.19140625,369480000,DOWJONES,Dow Jones Industrial Average
2022-03-11,13229.76953125,13239.349609375,12830.3701171875,12843.8095703125,12843.8095703125,5288210000,NASDAQ,Nasdaq Composite
2022-03-11,2480.820068359375,2497.169921875,2443.360107421875,2445.110107421875,2445.110107421875,0,RUSSELL3000,Russell 3000
2022-03-11,4279.5,4291.009765625,4200.490234375,4204.31005859375,4204.31005859375,4938640000,SP500,S&P 500
2022-03-14,33000.37109375,33395.58984375,32818.16015625,32945.23828125,32945.23828125,394940000,DOWJONES,Dow Jones Industrial Average
2022-03-14,12795.1201171875,12918.009765625,12555.349609375,12581.2197265625,12581.2197265625,5876710000,NASDAQ,Nasdaq Composite
2022-03-14,2445.139892578125,2465.909912109375,2415.14990234375,2422.010009765625,2422.010009765625,0,RUSSELL3000,Russell 3000
2022-03-14,4202.75,4247.56982421875,4161.72021484375,4173.10986328125,4173.10986328125,5574920000,SP500,S&P 500
2022-03-15,32989.26953125,33620.83984375,32989.26953125,33544.33984375,33544.33984375,388810000,DOWJONES,Dow Jones Industrial Average
2022-03-15,12685.23046875,12973.8798828125,12616.58984375,12948.6201171875,12948.6201171875,5440100000,NASDAQ,Nasdaq Composite
2022-03-15,2422.080078125,2476.469970703125,2422.080078125,2472.1201171875,2472.1201171875,0,RUSSELL3000,Russell 3000
2022-03-15,4188.81982421875,4271.0498046875,4187.89990234375,4262.4501953125,4262.4501953125,5392470000,SP500,S&P 500
2022-03-16,33653.9296875,34075.94140625,33391.23828125,34063.1015625,34063.1015625,427400000,DOWJONES,Dow Jones Industrial Average
2022-03-16,13119.3701171875,13440.1201171875,12992.2001953125,13436.5498046875,13436.5498046875,6552210000,NASDAQ,Nasdaq Composite
2022-03-16,2472.93994140625,2533.2099609375,2469.949951171875,2532.64990234375,2532.64990234375,0,RUSSELL3000,Russell 3000
2022-03-16,4288.14013671875,4358.89990234375,4251.990234375,4357.85986328125,4357.85986328125,6309750000,SP500,S&P 500
2022-03-17,33995.390625,34483.921875,33896.05859375,34480.76171875,34480.76171875,339470000,DOWJONES,Dow Jones Industrial Average
2022-03-17,13360.7197265625,13620.7998046875,13317.1396484375,13614.7802734375,13614.7802734375,5612090000,NASDAQ,Nasdaq Composite
2022-03-17,2532.31005859375,2566.81005859375,2519.39990234375,2566.4599609375,2566.4599609375,0,RUSSELL3000,Russell 3000
2022-03-17,4345.10986328125,4412.669921875,4335.64990234375,4411.669921875,4411.669921875,4985090000,SP500,S&P 500
2022-03-18,34466.71875,34755.19921875,34279.828125,34754.9296875,34754.9296875,615420000,DOWJONES,Dow Jones Industrial Average
2022-03-18,13564.6298828125,13899.2802734375,13528.0595703125,13893.83984375,13893.83984375,8149290000,NASDAQ,Nasdaq Composite
2022-03-18,2566.469970703125,2599.5,2554.97998046875,2598.199951171875,2598.199951171875,0,RUSSELL3000,Russell 3000
2022-03-18,4407.33984375,4465.39990234375,4390.56982421875,4463.1201171875,4463.1201171875,8278430000,SP500,S&P 500
2022-03-21,34669.8515625,34808.28125,34341.80859375,34552.98828125,34552.98828125,408490000,DOWJONES,Dow Jones Industrial Average
2022-03-21,13860.3896484375,13945.8095703125,13682.5498046875,13838.4599609375,13838.4599609375,5673940000,NASDAQ,Nasdaq Composite
2022-03-21,2597.31005859375,2608.469970703125,2573.159912109375,2593.89990234375,2593.89990234375,0,RUSSELL3000,Russell 3000
2022-03-21,4462.39990234375,4481.75,4424.2998046875,4461.18017578125,4461.18017578125,4869820000,SP500,S&P 500
2022-03-22,34583.23828125,34882.03125,34583.23828125,34807.4609375,34807.4609375,368550000,DOWJONES,Dow Jones Industrial Average
2022-03-22,13866.4296875,14141.0703125,13857.2900390625,14108.8203125,14108.8203125,5445100000,NASDAQ,Nasdaq Composite
