index_key,index_label,daily_mean_pct,daily_std_pct,annualized_vol_pct,daily_skew,daily_kurtosis,daily_min_pct,daily_max_pct,positive_day_share_pct
DOWJONES,Dow Jones Industrial Average,0.026827111311731766,0.9586611084424425,15.218273307169355,0.1888984568661694,6.2007606946971965,-5.5025753008885125,7.870402316174352,52.96331138287864
NASDAQ,Nasdaq Composite,0.04008163528323611,1.4786047236402644,23.472122316705157,0.25614130890407816,5.3490785871449305,-5.968060766968586,12.163161348672213,53.90404515522107
RUSSELL3000,Russell 3000,0.03297634667852255,1.1390547472692631,18.081933545771996,0.18798768966203006,6.471885944577004,-5.890493572347621,9.526437012776823,52.304797742238954
SP500,S&P 500,0.03516193441328034,1.1109026862713134,17.63503343200502,0.20598627870412053,7.036771523742365,-5.974960534553109,9.515387644904848,52.681091251175914
